Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
thromboembolism is a rare but life-threatening complication that has been reported after ovulation induction with cc.,clomiphene citrate,D002996,Chemical,thromboembolism,D013923,Disease,0
"subcutaneous injection of isph (200 mg/kg body weight in 1 ml saline) to rats for 2 consecutive days caused myocardial damage in rat heart, which was determined by the increased activity of serum lactate dehydrogenase (ldh) and creatine phosphokinase isoenzymes (ck-mb), increased uric acid level and reduced plasma iron binding capacity.",isoproterenol,D007545,Chemical,mi,D009203,Disease,0
"this phase i trial was designed to determine the maximal-tolerated dosage (mtd), toxicities, and pharmacokinetics of cis-ra administered on an intermittent schedule in children with neuroblastoma following bone marrow transplantation (bmt).",13-cis-retinoic acid,D015474,Chemical,thrombocytopenia,D013921,Disease,0
this effect was completely prevented by pretreatment with naloxone.,acrolein,D000171,Chemical,painful syndromes,D010146,Disease,0
"however, based on the data presented, we can not exclude the possibility that cs administration inhibits chemical bioactivation.",chloroform,D002725,Chemical,hepatotoxic,D056486,Disease,0
"metformin hydrochloride was discontinued, and the patient's jaundice resolved slowly over a period of several months.",metformin,D008687,Chemical,cholestasis,D002779,Disease,0
"6% (8/27) in group a and 10% (1/10) in group b, respectively.",ribavirin,D012254,Chemical,hemolytic anemia,D000743,Disease,0
a rechallenge with androgen produced symptoms of obstructive sleep apnea that abated upon withdrawal of the hormone.,androgens,D000728,Chemical,syndrome of obstructive sleep apnea,D020181,Disease,0
"these results, in combination with previous work, suggest that  @DISEASE$,, a clinically relevant side-effect of parenteral narcotic administration, may be partly mediated via serotonergic pathways.",alfentanil,D015760,Chemical,muscle rigidity,D009127,Disease,0
background: analysis of the literature for nonsteroidal anti-inflammatory drugs (nsaids) suggests that a low incidence of developmental anomalies occurs in rats given nsaids on specific days during organogenesis.,asa,D001241,Chemical,vsds,D006345,Disease,0
univariate and adjusted analyses showed that the risk increased with the length of treatment (p = 0.,tamoxifen,D013629,Chemical,endometrial cancers,D016889,Disease,0
8% patients (4/106) in the t+a group and 1.,telmisartan,C084178,Chemical,dizziness,D004244,Disease,0
it is concluded that with the above mentioned  @CHEMICAL$  dose schedule signs and symptoms of  @CHEMICAL$  neuropathy are reversible for a great deal and prognosis is fairly good.,vincristine,D014750,Chemical,neuropathic symptoms,D012678,Disease,0
twenty-five patients with rheumatoid arthritis (ra) who developed toxicity while taking remission inducing drugs and 30 without toxicity were studied for possible associations with class i and ii hla antigens.,tiopronin,D008625,Chemical,dermatitis,D003872,Disease,0
"6%); cerebellar  @DISEASE$,, which is a known adverse effect of  @CHEMICAL$,, may have contributed to the elevated rate of  @DISEASE$, in patients receiving  @CHEMICAL$, therapy.",lithium,D008094,Chemical,tremor,D014202,Disease,0
liver toxicity was evaluated based on serum levels of alpha-glutathione s-transferase (alpha-gst) and by histology.,valproic acid,D014635,Chemical,steatosis,D005234,Disease,0
"after discontinuing cisapride, the qt interval returned to normal and symptoms did not recur.",azole,D001393,Chemical,prolongation of the qt interval,D008133,Disease,0
"when given intraperitoneally,  @CHEMICAL$  thus was only about twice as toxic as lidocaine and four times as toxic as chloroprocaine.",bupivacaine,D002045,Chemical,seizures,D012640,Disease,0
upon pretreatment with mangiferin (100 mg/kg body weight suspended in 2 ml of dimethyl sulphoxide) given intraperitoneally for 28 days to mi rats protected the above-mentioned parameters to fall from the normal levels.,isph,D007545,Chemical,myocardial infarction,D009203,Disease,0
rapid reversal of anticoagulation reduces hemorrhage volume in a mouse model of  @CHEMICAL$--associated intracerebral hemorrhage.,warfarin,D014859,Chemical,ich,D002543,Disease,0
ccnu (lomustine) toxicity in dogs: a retrospective study (2002-07).,1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea,D008130,Chemical,anaemia,D000740,Disease,0
"in vitro, at a concentration of 100 mumol/l, bau possesses minimal anti-hiv activity and has no effect on the ability of azt to reverse the hiv-induced cytopathic effect in mt4 cells.",azidothymidine,D015215,Chemical,marrow suppression,D001855,Disease,0
the safety and efficacy of combination n-butyl-deoxynojirimycin ((@CHEMICAL$)) and zidovudine in patients with hiv-1 infection and 200-500 cd4 cells/mm3.,sc-48334,C059896,Chemical,flatulence,D005414,Disease,0
"although it is difficult to define causality in a case report, it is logical to think that a beta-agonist like  @CHEMICAL$  (known to induce tachycardia) may be the trigger of adrenergic reflexes originating in the esophagus while swallowing and that a beta-blocker such as atenolol (that blocks the adrenergic activity) may relieve it.",salbutamol,D000420,Chemical,atrial tachyarrhythmia,D013617,Disease,0
"at study end, statistically significant percentage reductions from baseline within groups and between groups were observed in sbp (t+a [-27.",amlodipine,D017311,Chemical,cough,D003371,Disease,0
conclusions: both  @CHEMICAL$  solution and  @CHEMICAL$  gellan decrease the mean 24-hour heart rate compared with placebo.,timolol,D013999,Chemical,bradycardia,D001919,Disease,0
we report a case of a patient with colon carcinoma and liver metastasis who presented chest pain after 5-fluorouracil ((@CHEMICAL$)) administration.,5-fu,D005472,Chemical,prinzmetal's angina,D000788,Disease,0
"of the patients at the drug addiction service in the municipal of copenhagen, 450 (approximately 52%) were included.",methadone,D008691,Chemical,prolonged qtc interval,D008133,Disease,0
"finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of csa and fk506, but not rapamycin.",cyclosporin a,D016572,Chemical,nephrotoxicity,D007674,Disease,0
"ten and 5 mg/kg i.v. (+)-cibenzoline suppressed digitalis- and adrenaline-induced  @DISEASE$,, respectively.",ouabain,D010042,Chemical,arrhythmias,D001145,Disease,0
"at various times during treatment, the animals were assessed for cardiovascular functions by electrocardiography and for heart tissue damage by electron microscopy.",adr,D004317,Chemical,bradycardia,D001919,Disease,0
"pamidronate treatment is associated with considerable risk for hypocalcemia, even in cases of initially severe  @DISEASE$..",calcium carbonate,D002119,Chemical,hypercalcemia,D006934,Disease,0
impact of  @CHEMICAL$  exposure after pregnancy recognition on ultrasonographic fetal growth measures.,alcohol,D000431,Chemical,reduced cerebellar growth,D006130,Disease,0
arterial thromboembolism is a recognized complication of systemic  @CHEMICAL$  therapy.,heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,0
the patient was in near syncope and had qt-interval prolongation.,cisapride,D020117,Chemical,sudden cardiac death,D016757,Disease,0
"75% had renal injury, whereas 5% of group b had increased risk and 2.",contrast media,D003287,Chemical,cin,D007674,Disease,0
4%) were no different than with pbo + li/dvp (19.,lithium,D008094,Chemical,extrapyramidal symptoms,D001480,Disease,0
"twenty-three patients (38%) and 15 (26%), in the combination and zidovudine groups, respectively, discontinued therapy (p = 0.",n-butyl-deoxynojirimycin,C059896,Chemical,weight loss,D015431,Disease,0
"by the intravesical route, and acrolein at doses of 0.",cp,D003520,Chemical,painful syndromes,D010146,Disease,0
prolactin levels were measured and the uteri of the rats were removed for histopathological analysis at the end of 98 days.,fluoxetine,D005473,Chemical,adenomyosis,D062788,Disease,0
"serum sodium (na), potassium (k), and creatinine (cr) were measured 24 h before angiography as baseline values, then measured again at 12-, 24-, and 48-h intervals after  @CHEMICAL$  use.",cm,D003287,Chemical,nephropathy,D007674,Disease,0
"the motor score of the unified parkinson's disease rating scale, a dyskinesia score and force in a grip-lift paradigm were assessed on and off  @CHEMICAL$..",levodopa,D007980,Chemical,dyskinesias,D004409,Disease,0
the narrow gap between convulsant and lethal doses of local anesthetics indicates that untreated convulsions present much more of a threat to life than heretofore appreciated.,bupivacaine,D002045,Chemical,seizures,D012640,Disease,0
univariate and adjusted analyses showed that the risk increased with the length of treatment (p = 0.,tamoxifen,D013629,Chemical,endometrial carcinoma,D016889,Disease,0
the decision whether to continue or discontinue the procedure depends on the urgency of the surgery and severity of  @DISEASE$..,sch,D013390,Chemical,masseter muscle rigidity,D014313,Disease,0
"in group i, p induced a moderate and stable glycosuria (3.",streptozotocin,D013311,Chemical,diabetes mellitus,D003920,Disease,0
clinical evaluation on combined administration of oral prostacyclin analogue beraprost and phosphodiesterase inhibitor cilostazol.,bpt,C048081,Chemical,nausea,D009325,Disease,0
"objectives of the current study were to compare results between sprague-dawley (sd) and wistar strains when asa is administered on gd 9, 10, or 11; to compare the malformation patterns following single and multiple dosings during organogenesis in sd rats; and to test the hypothesis that maternal gastrointestinal toxicity confounds the detection of low incidence malformations with asa when a multiple dosing paradigm is used.",acetylsalicylic acid,D001241,Chemical,diaphragmatic hernia,D065630,Disease,0
"it is concluded that pb, which promotes carcinogenesis when administered after the den treatment, reduces the carcinogen effect when given simultaneously with den.",diethylnitrosamine,D004052,Chemical,precancerous lesions,D011230,Disease,0
"6%); cerebellar tremor, which is a known adverse effect of lithium, may have contributed to the elevated rate of tremor in patients receiving lithium therapy.",haloperidol,D006220,Chemical,extrapyramidal syndrome,D001480,Disease,0
serum  @CHEMICAL$  levels remained under or within the therapeutic range during the syncopal attacks.,lithium,D008094,Chemical,atrioventricular block,D054537,Disease,0
0 mg in the morning and evening with placebo in the early and late afternoon; the chlorpheniramine group received 4.,azelastine,C020976,Chemical,drowsiness,D006970,Disease,0
"more than 50% of lobund-wistar (l-w) strain rats developed large, palpable prostate adenocarcinomas (pas) following treatments with n-nitroso-n-methylurea (cas: 684-93-5) and  @CHEMICAL$  [(tp) cas: 57-85-2], and most of the tumor-bearing rats manifested metastatic lesions.",testosterone propionate,D043343,Chemical,prostate cancer,D011471,Disease,0
"setting: eye clinic, s. salvatore hospital, l'aquila university, italy.",corticosteroid,D000305,Chemical,elevated intraocular pressure,D009798,Disease,0
the effects of carbamazepine (cbz) treatment on local anesthetic-kindled seizures and lethality were evaluated in different stages of the kindling process and under different methods of cbz administration.,lidocaine,D008012,Chemical,seizure,D012640,Disease,0
"daily administration of desipramine, an inhibitor of the net, for 5 days decreased [(3)h]norepinephrine uptake in the p2 fractions of hippocampus but not cortex, striatum or amygdalae.",cocaine,D003042,Chemical,convulsions,D012640,Disease,0
"visual loss occurs in diabetics for a variety of reasons, and accurate diagnosis is necessary to institute appropriate therapy.",diabenese,D002747,Chemical,toxic optic neuropathy,D009901,Disease,0
"thus, a clear pharmacological differentiation was found between les and fps.",ptz,D010433,Chemical,startle,D012021,Disease,0
61) or attention/executive functioning (p = 0.,3,D018817,Chemical,impaired memory functioning,D008569,Disease,0
"eight patients had cardiac manifestations that were life-threatening in five while taking psychotropic drugs, either phenothiazines or tricyclic antidepressants.",elavil,D000639,Chemical,left bundle branch block,D002037,Disease,0
no significant differences were observed between quetiapine and placebo on sas and bars scores.,lithium,D008094,Chemical,tremor,D014202,Disease,0
we report 3 patients (age 37-52 years) with acute respiratory insufficiency who developed prolonged weakness following the discontinuation of nd-nmbas.,corticosteroids,D000305,Chemical,loss of thick,D009135,Disease,0
"although low concentrations (less than or equal to 50 ppm) of corticosterone had beneficial effects on totp-induced  @DISEASE$,, greater than or equal to 200 ppm exacerbated clinical signs in chickens given either totp or dfp.",tri-ortho-tolyl phosphate,C025541,Chemical,neuropathy,D009422,Disease,0
"the dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",carboplatin,D016190,Chemical,thrombocytopenia,D013921,Disease,0
she had a complete sustained viral response.,ribavirin,D012254,Chemical,psychogenic parasitosis,D063726,Disease,0
"purpose: the anthracyclines daunorubicin and  @CHEMICAL$  and the epipodophyllotoxin etoposide are potent dna cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",doxorubicin,D004317,Chemical,weight loss,D015431,Disease,0
"1) months in the etoricoxib and diclofenac groups, respectively.",diclofenac sodium,D004008,Chemical,gi aes,D005767,Disease,0
"the aim of the study was to investigate the effects of moderate and heavy  @CHEMICAL$, use on cognitive function, as well as the effects of long-term abstention from  @CHEMICAL$,, in subjects genotyped for 5-httlpr.",mdma,D018817,Chemical,memory impairments,D008569,Disease,0
leg and/or back pain is associated with the intrathecal use of hyperbaric 5%  @CHEMICAL$..,lignocaine,D008012,Chemical,pain in the legs and/or back,D001416,Disease,0
8 mm hg sem and from 86.,nitroglycerin,D005996,Chemical,hypotension,D007022,Disease,0
"the dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",taxol,D017239,Chemical,neurotoxicity,D020258,Disease,0
the clinical and radiographic features of cerebral  @DISEASE$  in a 21-year-old white woman are presented.,oral contraceptive,D003276,Chemical,deep venous thrombosis,D020246,Disease,0
subarachnoid and cerebral hemorrhage was noted in 18% of the hypertensive rats.,caffeine,D002110,Chemical,hypertension,D006973,Disease,0
our results provide evidence that the aap-induced hepatitis and its exacerbation by ethanol can either be reduced by end-product inhibition of parp by naa or by dietary depletion of the enzyme's substrate nad.,acetaminophen,D000082,Chemical,hepatic damage,D056486,Disease,0
confocal microscopy was used to measure intracellular free-calcium concentrations ([ca(2+)](i)) in isolated myocytes.,ouabain,D010042,Chemical,arrhythmia,D001145,Disease,0
nephrotic syndrome is often accompanied by sodium retention and generalized edema.,pan,D011692,Chemical,hypoalbuminemia,D034141,Disease,0
3% (70/101) in the a group (p < 0.,amlodipine,D017311,Chemical,headache,D006261,Disease,0
"thus, we hypothesized that the activation of parp may contribute to the dox-induced cardiotoxicity.",doxorubicin,D004317,Chemical,heart failure,D006333,Disease,0
recent data suggest that tricyclic antidepressants inhibit calcium influx in some tissues.,calcium chloride,D002122,Chemical,ventricular arrhythmias,D001145,Disease,0
"twelve healthy volunteers were assigned to take bpt/ @CHEMICAL$: in the following schedule; bpt: 40 micrograms at day 1 and 120 micrograms t.i.d. from day 7 to 14,  @CHEMICAL$:: 200 mg t.i.d. from day 3 to 14.",clz,C045645,Chemical,facial flush,D005483,Disease,0
a  @DISEASE$  with an unusual central bitemporal hemianopic scotoma was found.,ethambutol,D004977,Chemical,bilateral retrobulbar neuropathy,D009901,Disease,0
apparent cure of rheumatoid arthritis by bone marrow transplantation.,gold,D006046,Chemical,aplastic anemia,D000741,Disease,0
an acute elevation in blood pressure may be a contributing factor.,caffeine,D002110,Chemical,cerebral hemorrhage,D002543,Disease,0
"42 per 10 years, 95% confidence interval [ci] 1.",diuretic,D004232,Chemical,reduction in renal function,D051437,Disease,0
this patient survived without sequelae due to the aggressive sedation and neuromuscular paralysis.,venlafaxine,C047426,Chemical,tremors,D014202,Disease,0
"among women with cardiovascular disease, long-term use of combined continuous ht significantly increased the risk of venous thrombo-embolism.",oestrogens,D004967,Chemical,dementia,D003704,Disease,0
all patients had a pre-therapy gram's stain and culture of sinus exudate obtained by antral puncture or nasal endoscopy.,levofloxacin,D064704,Chemical,diarrhea,D003967,Disease,0
"within 2 h he became confused with jerking movements of his extremities, tremors and rigidity.",tranylcypromine,D014191,Chemical,hyperthermia,D005334,Disease,0
"the 58 patients treated (41 men and 17 women) had a median age of 59 years (age range, 25 to 75) and a performance status of 0 through 2.",paclitaxel,D017239,Chemical,neutropenia,D009503,Disease,0
"the objective of this study was to determine whether ephedrine, an alpha- and beta-adrenergic agonist previously shown to enhance genital blood flow in women, has beneficial effects in reversing antidepressant-induced  @DISEASE$..",fluoxetine,D005473,Chemical,sexual dysfunction,D020018,Disease,0
objective: the aim of this study was to evaluate the efficacy and tolerability of a new fixed-dose combination (fdc) of telmisartan 40 mg +  @CHEMICAL$  5 mg (t+a) compared with  @CHEMICAL$  5-mg monotherapy (a) in adult indian patients with stage ii hypertension.,amlodipine,D017311,Chemical,headache,D006261,Disease,0
no significant effect of 5-httlpr or gender was observed.,ecstasy,D018817,Chemical,memory impairments,D008569,Disease,0
we also compared the ability to resuscitate rats after lethal doses of these local anesthetics.,levobupivacaine,C476513,Chemical,seizures,D012640,Disease,0
a single-placebo-controlled oral challenge procedure with nimesulide or paracetamol was applied to 829 patients with a history of nsaid-induced urticaria/angioedema.,nonsteroidal anti-inflammatory drugs,D000894,Chemical,angioedema,D000799,Disease,0
group od (n = 22) received a once-daily dose of tobramycin and group td (n = 21) received the same dose divided into two doses daily.,tobramicyn,D014031,Chemical,auditory loss,D034381,Disease,0
lamotrigine associated with exacerbation or de novo  @DISEASE$  in idiopathic generalized epilepsies.,ltg,C047781,Chemical,myoclonus,D009207,Disease,0
electrocardiographic changes and cardiac arrhythmias in patients receiving psychotropic drugs.,elavil,D000639,Chemical,left bundle branch block,D002037,Disease,0
mature rats were trained with sound-source location and sound-silence discriminations.,pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,0
"unreported in the literature is  @DISEASE$  occurring in association with the new macrolide antibiotic,  @CHEMICAL$..",clarithromycin,D017291,Chemical,visual hallucinations,D006212,Disease,0
clinical picture: three patients with  @CHEMICAL$--associated toxic optic neuropathy are described.,ethambutol,D004977,Chemical,visual field loss,D014786,Disease,0
the narrow gap between convulsant and lethal doses of local anesthetics indicates that untreated  @DISEASE$  present much more of a threat to life than heretofore appreciated.,bupivacaine,D002045,Chemical,convulsions,D012640,Disease,0
"further, steroid myopathy recovers naturally and the neurological improvement shown in the nascis may be just a recording of this natural motor recovery from the steroid myopathy, instead of any protection that  @CHEMICAL$  offers to the spinal cord injury.",methylprednisolone,D008775,Chemical,damage to the muscle,D009135,Disease,0
background: the use of iodinated contrast medium can result in nephropathy.,iohexol,D007472,Chemical,nephrotoxic,D007674,Disease,0
"on the other hand,  @CHEMICAL$  may prove to be a safe fast acting activator of epileptic foci during corticography or depth electrode intraoperative recordings.",enflurane,D004737,Chemical,seizure,D012640,Disease,0
"objective: a randomised, double-blind study to compare the gastrointestinal (gi) tolerability, safety and efficacy of etoricoxib and diclofenac in patients with rheumatoid arthritis (ra).",diclofenac sodium,D004008,Chemical,gi aes,D005767,Disease,0
"we conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type iib atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type iib atrophy was not caused by acute nutritional deprivation alone.",methylprednisolone,D008775,Chemical,muscle atrophy,D009133,Disease,0
0001) or the cumulative dose of  @CHEMICAL$  received (p = 0.,tamoxifen,D013629,Chemical,endometrial cancers,D016889,Disease,0
results: of 60 epileptic women with periconceptional  @CHEMICAL$  (0.,folic acid,D005492,Chemical,sle,D008180,Disease,0
"hematologic toxicities were mild: only one patient (2%) developed grade 3 or 4  @DISEASE$,, while 29% had grade 1 or 2.",taxol,D017239,Chemical,neutropenia,D009503,Disease,0
"methods: asa was administered as a single dose on gd 9 (0, 250, 500, or 625 mg/kg), 10 (0, 500, 625, or 750 mg/kg), or 11 (0, 500, 750, or 1000 mg/kg) and from gd 6 to gd 17 (0, 50, 125, or 250 mg/kg a day) in the multiple dose study to sd rats.",aspirin,D001241,Chemical,dh,D065630,Disease,0
"the results show an association between bendrofluazide treatment and impotence, and impotence also occurred more frequently in patients taking  @CHEMICAL$  than in those taking placebos.",propranolol,D011433,Chemical,raynaud's phenomenon,D011928,Disease,0
"here we report of two adult patients with a long history of epilepsy treated with pb who died suddenly: one as consequence of cardiac arrest, the other of acute bronchopneumonia.",phenobarbital,D010634,Chemical,liver disease,D008107,Disease,0
"results: none of the drugs enhanced les, whereas mcpp increased percentage fps and yohimbine increased absolute fps values.",ptz,D010433,Chemical,startle,D012021,Disease,0
"we compared the systemic toxicity of bupivacaine, levobupivacaine, and  @CHEMICAL$  in anesthetized rats.",ropivacaine,C037663,Chemical,dysrhythmias,D001145,Disease,0
muscle degeneration is followed by regeneration of the damaged muscle fibers.,mepivacaine,D008619,Chemical,muscle degeneration,D009135,Disease,0
"although a great urinary excretion and half-normal plasma levels of ao were observed on day 6 after  @CHEMICAL$  injection, when ns was clearly established, hepatic ao mrna levels did not change.",pan,D011692,Chemical,nephrotic syndrome,D009404,Disease,0
we conclude that aminoglycoside-associated  @DISEASE$  was less severe and more often reversible with  @CHEMICAL$  than with tobramycin.,netilmicin,D009428,Chemical,ototoxicity,D006311,Disease,0
"the clinician should be alerted for possible  @CHEMICAL$--induced hallucinations, which may occur without other signs of neurotoxicity.",ifosfamide,D007069,Chemical,hallucinatory,D006212,Disease,0
repetitive stimulation at 2 hz showed a decremental response in 2 patients.,nd-nmbas,D003473,Chemical,pathology at both the neuromuscular junction,D009468,Disease,0
the recommended dose for phase iii studies is paclitaxel 185 mg/m2 and  @CHEMICAL$  auc 6.,carboplatin,D016190,Chemical,thrombocytopenia,D013921,Disease,0
immunofluorescent staining revealed that dystrophin is the most sensitive among the structures connecting the actin in the cardiomyocyte cytoskeleton and the extracellular matrix.,isoproterenol,D007545,Chemical,myocardial damage,D009202,Disease,0
75 mg had average platelet counts of 2.,azt,D015215,Chemical,myelodysplastic syndrome,D009190,Disease,0
"of those evaluated with posttherapy audiograms, three of four netilmicin and piperacillin-treated patients had auditory thresholds return to baseline compared with one of nine tobramycin and piperacillin-treated patients.",piperacillin sodium,D010878,Chemical,nephrotoxicity,D007674,Disease,0
the frequencies at which the impairment occurred varied between patients; in one only low frequencies (0.,adrenaline,D004837,Chemical,hearing impairment,D034381,Disease,0
hemolytic anemia improved after stopping the drug and initiation of steroid therapy.,ciprofloxacin,D002939,Chemical,interstitial nephritis,D009395,Disease,0
the clinical and radiographic features of  @CHEMICAL$--induced pulmonary toxicity are characteristic but nonspecific.,amiodarone,D000638,Chemical,pneumonitis,D011014,Disease,0
f  d  ration nationale des centres de lutte contre le cancer (fnclcc).,tamoxifen,D013629,Chemical,endometrial cancers,D016889,Disease,0
"in a phase i study to determine the maximum tolerated dose of  @CHEMICAL$  (taxol; bristol-myers squibb company, princeton, nj) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer,  @CHEMICAL$  doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",paclitaxel,D017239,Chemical,thrombocytopenia,D013921,Disease,0
a clinical trial was initiated to evaluate the recommended dose of cyclophosphamide in combination with bortezomib and  @CHEMICAL$  as induction treatment before stem cell transplantation for younger patients with newly diagnosed multiple myeloma (mm).,dexamethasone,D003907,Chemical,neuropathy,D009422,Disease,0
"5, respectively, combined with a fixed paclitaxel dose of 185 mg/m2.",carboplatin,D016190,Chemical,thrombocytopenia,D013921,Disease,0
resuscitation was considered successful when a systolic arterial pressure > or =100 mm hg was achieved within 5 min.,levobupivacaine,C476513,Chemical,cardiac arrest,D006323,Disease,0
"conclusions: the expression of fas ligand in the myocardium, as identified in hiv-positive patients, might increase the susceptibility to haart-induced cardiomyopathy due to activation of apoptotic pathways, resulting in cardiac dilation and dysfunction.",azt,D015215,Chemical,dilated cardiomyopathy,D002311,Disease,0
"5 months; median time to treatment failure, 4.",cyclophosphamide,D003520,Chemical,chf,D006333,Disease,0
"purpose: the anthracyclines  @CHEMICAL$  and doxorubicin and the epipodophyllotoxin etoposide are potent dna cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",daunorubicin,D003630,Chemical,weight loss,D015431,Disease,0
"importantly, d2r -/- mice develop  @DISEASE$  at doses of both drugs that are not epileptogenic for wt littermates and show greater neurotoxicity.",pilocarpine,D010862,Chemical,seizures,D012640,Disease,0
dwi findings in this cohort are indicative of cytotoxic oedema within cerebral white matter and lend support to an at least partially reversible metabolic derangement as the basis for this syndrome.,capecitabine,C110904,Chemical,white matter abnormalities,D056784,Disease,0
mean arterial blood pressure in mice treated with nimo alone decreased from 88.,ntg,D005996,Chemical,hypotensive,D007022,Disease,0
this was associated with a similar loss in body weight.,triamcinolone,D014221,Chemical,atrophy,D009133,Disease,0
"fever and subsequent multiple painful erythematous nodules over extremities developed on d11, d16, d17, and d19, respectively, after atra therapy.",all- trans-retinoic acid,D014212,Chemical,erythema nodosum,D004893,Disease,0
these effects were accompanied by episodes of hypercalcemia and  @DISEASE$..,oct,C051883,Chemical,hyperphosphatemia,D054559,Disease,0
"naloxazone pretreatment modifies cardiorespiratory, temperature, and behavioral effects of  @CHEMICAL$..",morphine,D009020,Chemical,bradycardia,D001919,Disease,0
"thus, the nephrotoxicity induced by csa has a different pathogenetic mechanism.",cyclosporine,D016572,Chemical,renal toxicity,D007674,Disease,0
conclusion:  @CHEMICAL$  is presented here as a possible trigger for siat.,salbutamol,D000420,Chemical,atrial tachyarrhythmia,D013617,Disease,0
5 microl) and ap7 (10 or 20 nmol/0.,haloperidol,D006220,Chemical,catalepsy,D002375,Disease,0
results: there were eight series and six case reports.,lmwh,D006495,Chemical,thromboembolism,D013923,Disease,0
03 microg/kg) stabilized serum pth levels during the first months.,22-oxacalcitriol,C051883,Chemical,hyperphosphatemia,D054559,Disease,0
intraplatelet camp content was gradually but significantly increased to 9.,cilostazol,C045645,Chemical,headache,D006261,Disease,0
"we conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type iib  @DISEASE$,, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type iib  @DISEASE$, was not caused by acute nutritional deprivation alone.",m,D008775,Chemical,atrophy,D009133,Disease,0
"methods: this comparative, phase iii, 12-week, multicenter, prospective, randomized, double-blind study was conducted in indian patients aged 18 to 65 years with established stage ii hypertension.",telmisartan,C084178,Chemical,headache,D006261,Disease,0
5 mg/kg s.c.) in rats performing a passive avoidance task.,e-2020,C076946,Chemical,amnesia,D000647,Disease,0
conclusion:  @CHEMICAL$  affects jejunal contraction characteristics and some symptoms in ibs.,cisapride,D020117,Chemical,abdominal pain,D015746,Disease,0
"5v, 1v, 2v, and 5v for 60 sec) following  @CHEMICAL$  injection intracortically.",penicillin g,D010400,Chemical,epilepsy,D004827,Disease,0
echocardiography revealed a wall-motion abnormality involving the apical and periapical segments which appeared akinetic.,5 flourouracil,D005472,Chemical,abs,D054549,Disease,0
8 mumol/l (trough) at the mtd were maintained during 14 days of therapy.,cis-ra,D015474,Chemical,anemia,D000740,Disease,0
this latter effect is thought to be due to drug precipitation within the renal tubule as a result of the poor solubility of cb 3717 under acidic conditions.,n10-propargyl-5,C031662,Chemical,renal toxicity,D007674,Disease,0
catheterization abnormalities correlated well with morphologic damage (r = 0.,doxorubicin,D004317,Chemical,myocardial damage,D009202,Disease,0
"it was also evident that, by titrating the dose to achieve a maximum tolerated dose, malformations that normally occur at low incidence, as reported from previous single dose studies, could also be induced with asa given at multiple doses.",acetylsalicylic acid,D001241,Chemical,ventricular septal defects,D006345,Disease,0
"the data may indicate that although d-2 receptor blockade is involved in  @DISEASE$,, the d-1 receptor may plan a role.",sch 23390,C534628,Chemical,catalepsy,D002375,Disease,0
"search strategy: we searched the following databases to november 2007: trials register of the cochrane menstrual disorders and subfertility group, cochrane central register of controlled trials, medline, embase, biological abstracts.",oestrogen,D004967,Chemical,gallbladder disease,D005705,Disease,0
"renal function was normal but hepatic function was impaired in all patients, and all had acidosis.",nondepolarizing neuromuscular blocking agents,D003473,Chemical,pathology at both the neuromuscular junction,D009468,Disease,0
computed tomography showed a hemorrhagic infarct in the right frontal lobe and increased density in the superior sagittal sinus (sss).,estradiol,D004958,Chemical,venous sinus thrombosis,D012851,Disease,0
a phase i clinical study of the antipurine antifolate  @CHEMICAL$  (ddathf) given with oral folic acid.,lometrexol,C045894,Chemical,mucositis,D052016,Disease,0
"in the classical form it presents as neonatal apnea, intractable seizures, and hypotonia, followed by significant psychomotor retardation.",valproate,D014635,Chemical,encephalopathy,D001927,Disease,0
7%) with 2 cases reporting a moderate degree and 1 case with severe degree.,tolterodine,C099041,Chemical,dry mouth,D014987,Disease,0
"transplantation-associated microangiopathy (tma) occurred in 7 patients (29%), with 2 cases of acute renal failure.",everolimus,C107135,Chemical,sinusoidal obstruction syndrome,D006504,Disease,0
authors' conclusions: ht is not indicated for the routine management of chronic disease.,progestogens,D011374,Chemical,dementia,D003704,Disease,0
method: sphincter of oddi spasm was induced by  @CHEMICAL$--morphine administration (0.,prostigmine,D009388,Chemical,sphincter of oddi dyskinesia,D046628,Disease,0
