Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
"evaluation revealed a hemoglobin of three grams, 3+ coombs' test with polyspecific anti-human globulin and monospecific igg reagents, and a warm reacting autoantibody.",methyldopa,D008750,Chemical,hemolytic anemia,D000743,Disease,0
necrotising fasciitis after  @CHEMICAL$  and dexamethasone-containing regimen in an elderly patient of waldenstrom macroglobulinaemia.,bortezomib,C400082,Chemical,necrotising fasciitis,D019115,Disease,0
1 kpa) for 135 +/- 15 min in the isoflurane (i) group.,h,D006221,Chemical,hypotension,D007022,Disease,0
1 mg) vs placebo 120 min before training on each training day.,pergolide,D010479,Chemical,impairs associative learning,D007859,Disease,0
hyperkalemia induced by indomethacin and naproxen and reversed by fludrocortisone.,mefenamic acid,D008528,Chemical,renal disease,D007674,Disease,0
"results: there were no group differences in psychopathology or ""eyes task"" performance, but the rc group, who otherwise had similar illicit substance use histories to the oc group, exhibited impaired fear recognition accuracy compared to the oc and cn groups.",cocaine,D003042,Chemical,deficit in fear recognition,D001925,Disease,0
statistical analysis of the data would not have demonstrated a significant statistical correlative risk and was therefore not undertaken.,ciprofloxacin,D002939,Chemical,manic,D001714,Disease,0
"05), without altering hematocrit or blood pressure in rats with renal disease.",puromycin aminonucleoside,D011692,Chemical,glomerular disease,D007674,Disease,0
"in 4 of 13 patients with qt prolongation,  @DISEASE$  occurred.",potassium,D011188,Chemical,tdp,D016171,Disease,0
"to determine the incidence of clinically significant adverse events after long-term, fixed-dose, generic highly active antiretroviral therapy (haart) use among hiv-infected individuals in south india, we examined the experiences of 3154 hiv-infected individuals who received a minimum of 3 months of generic haart between february 1996 and december 2006 at a tertiary hiv care referral center in south india.",nevirapine,D019829,Chemical,rash,D005076,Disease,0
5 mg/dl (44 micromol/l) in the serum creatinine level that is greater than 50% of baseline immediately after conditioning.,melphalan,D008558,Chemical,acute renal insufficiency,D058186,Disease,0
"following these basic sinus cycles, alternating rhythm started with the longer p-p interval.",propranolol,D011433,Chemical,sinoatrial (s-a) block,D012848,Disease,0
clinical heterogeneity precluded meta-analysis for most outcomes.,oestrogen,D004967,Chemical,cardiovascular disease,D002318,Disease,0
"1 vol%, th @CHEMICAL$  m @CHEMICAL$ an  @CHEMICAL$  conc @CHEMICAL$ ntration 1.",e,D004737,Chemical,hypotensive,D007022,Disease,0
"setting: twenty-nine university, university-affiliated, or community hospitals during a 6-year period (total of 117 cumulative hospital-years).",cocaine,D003042,Chemical,myocardial infarction,D009203,Disease,0
these results indicate that neuronal gene expression in visceral sensory pathways can be upregulated by chemical irritation of afferent receptors in the urinary tract and/or that pathological changes in the urinary tract can initiate chemical signals that alter the chemical properties of visceral afferent neurons.,cyp,D003520,Chemical,cystitis,D003556,Disease,0
a case of  @DISEASE$  due to  @CHEMICAL$--induced torsades de pointes.,pilsicainide,C042288,Chemical,sudden cardiac death,D016757,Disease,0
"valproic acid (vpa) is effective for the treatment of many types of epilepsy, but its use can be associated with an increase in body weight.",valproic acid,D014635,Chemical,insulin resistance,D007333,Disease,0
"however, the chronic use of  @CHEMICAL$  may increase the risk of esrd.",aspirin,D001241,Chemical,end-stage renal disease,D007676,Disease,0
evidence of  @DISEASE$  was found in nine of 13 men before treatment.,thalidomide,D013792,Chemical,peripheral sensory neuropathy,D010523,Disease,0
daily dosages of 5-10 mg corrected the hyperprolactinemia and restored menstruation in four of the six patients.,neuroleptic,D014150,Chemical,amenorrhea,D000568,Disease,0
carbimazole and methimazole have a lower incidence of reported anca positive side effects than put.,anti-thyroid drugs,D013956,Chemical,arthritis,D001168,Disease,0
"the incidence of hospitalisation for  @CHEMICAL$  kidney adverse effects was high, particularly amongst patients with features of fanconi syndrome.",tdf,C418563,Chemical,acute kidney injury,D058186,Disease,0
"006), and a 23% (sd +/- 15%, 95% ci = 7% to 49%) decrease in svo(2) (p < 0.",cocaine,D003042,Chemical,ventricular tachycardia,D017180,Disease,0
"the use of  @CHEMICAL$  for primary prevention increases the risk for major bleeding events, primarily gastrointestinal bleeding events, in both men and women.",aspirin,D001241,Chemical,stroke,D020521,Disease,0
"carbamazepine is a safe drug, but physicians and patients should be aware of the exceedingly rare but potentially fatal side effects, better prevented by clinical than by laboratory monitoring.",carbamazepine,D002220,Chemical,aplastic anemia,D000741,Disease,0
"5 mg/dl]; age, > or =70 years; and patients with diabetes) generally tolerated the high-dose strategy.",lisinopril,D017706,Chemical,renal dysfunction,D007674,Disease,0
in particular this anti mitotic drug could reduce cell proliferation in the neurogenic regions of the adult brain.,5-fu,D005472,Chemical,memory deficits,D008569,Disease,0
"in normal rats with intact kidneys, rhigf-i administration (n = 4) did not alter weight gain, blood pressure, proteinuria, gfr, glomerular planar area, renal cortical malondialdehyde content, or glomerular or  @DISEASE$,, compared with untreated animals (n = 4).",pan,D011692,Chemical,tubulointerstitial damage,D007674,Disease,0
he was found unconsciousness at home and was sent to our hospital.,methadone,D008691,Chemical,rhabdomyolysis,D012206,Disease,0
detailed history obtained retrospectively revealed that the patient took  @CHEMICAL$  sparingly only when she had migraines.,zolmitriptan,C089750,Chemical,takotsubo syndrome,D054549,Disease,0
a 65-year-old woman was treated with extended-release verapamil 240 mg/d.,clonidine,D003000,Chemical,atrioventricular (av) block,D054537,Disease,0
she was infused three units of packed cells during a session of hemodialysis.,tna,D014148,Chemical,tonic clonic convulsions,D004830,Disease,0
these results highlight the kinin b2 receptor antagonist treatment in amelioration of nephrotoxicity induced by  @CHEMICAL$  therapy.,cisplatin,D002945,Chemical,acute tubular necrosis,D007683,Disease,0
"ccb was measured before and after administration of either vehicle, avp, anp, or both peptides together.",phe,D010656,Chemical,hypertension,D006973,Disease,0
"2 vol%, and the mean i concentration 1.",enflurane,D004737,Chemical,hypotensive,D007022,Disease,0
two cases of  @CHEMICAL$--induced liver damage have been observed.,propylthiouracil,D011441,Chemical,hepatic damage,D056486,Disease,0
it is likely that preexisting renal disease predisposed this patient to type iv renal tubular acidosis with prostaglandin synthetase inhibitors.,indomethacin,D007213,Chemical,hypoaldosteronism,D006994,Disease,0
bolus  @CHEMICAL$  10 mg/m(2) was added in 3-weekly intervals.,mmc,D016685,Chemical,hemolytic-uremic syndrome,D006463,Disease,0
"although reasonable incidences of many of these side effects can be ""softly"" deduced from current reports dealing with unfractionated  @CHEMICAL$,, at present the incidences of these side effects with newer low molecular weight  @CHEMICAL$,s appear to be much less common.",heparin,D006493,Chemical,osteoporosis,D010024,Disease,0
"1 vol%, th @CHEMICAL$  m @CHEMICAL$ an  @CHEMICAL$  conc @CHEMICAL$ ntration 1.",e,D004737,Chemical,hypotension,D007022,Disease,0
"after 3 h, these responders randomly received 1 or 2 mg/kg bupivacaine or saline over 5 min, followed by 10 micrograms.",epinephrine,D004837,Chemical,ventricular tachycardia,D017180,Disease,0
"twenty (56%)  @CHEMICAL$--induced alf patients had a formal psychiatric diagnosis before lt (non- @CHEMICAL$--induced alf=0/35, cld=2/34; p<0.",acetaminophen,D000082,Chemical,acute liver failure,D017114,Disease,0
"in addition to increases in p75(ntr)-ir in drg cell bodies, increases (p < or = 0.",cyclophosphamide,D003520,Chemical,cystitis,D003556,Disease,0
milk-alkali syndrome can present serious and occasionally life-threatening illness unless diagnosed and treated appropriately.,1,C031763,Chemical,hypercalcemic emergency,D006934,Disease,0
"6% (n = 17) of patients with pd, 44.",caffeine,D002110,Chemical,panic disorder,D016584,Disease,0
"definite, although limited, antineoplastic activity is observed in patients with well-defined platinum- and paclitaxel-refractory ovarian cancer.",doxorubicin,D004317,Chemical,diarrhea,D003967,Disease,0
"results: of the 246 ad @DISEASE$ tted patients, 34 (14%) met ck-mb criteria for  @DISEASE$  and 38 (16%) had ctni elevations.",cocaine,D003042,Chemical,mi,D009203,Disease,0
conclusion: this report describes the case of a woman with lacnp that developed after a  @CHEMICAL$  injection for the treatment of lateral epicondylitis.,steroid,D013256,Chemical,paresthesia,D010292,Disease,0
case summary: a 57-year old female with hyponatraemia.,desvenlafaxine,C086816,Chemical,confusion,D003221,Disease,0
01) and dose dependently prevented (p < 0.,dexamethasone,D003907,Chemical,weight loss,D015431,Disease,0
data collection and analysis: fifteen rcts were included.,progestogens,D011374,Chemical,dementia,D003704,Disease,0
nicotine antagonizes  @CHEMICAL$-- but not pentylenetetrazole-induced anxiogenic effect in mice.,caffeine,D002110,Chemical,anxiety,D001008,Disease,0
"early recognition that incorporates the clinical and serologic clues is paramount to timely institution of treatment, as its delay may result in catastrophic outcomes.",heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,0
"we characterize the clinical, neurophysiological, and neuroimaging findings in a 72-year-old man who developed visual loss and paresthesias after 11 weeks of exposure to a supratherapeutic dose of  @CHEMICAL$..",ethambutol,D004977,Chemical,polyneuropathy,D011115,Disease,0
color vision was defective and fundus examination revealed  @DISEASE$  in both eyes.,linezolid,C098010,Chemical,optic disc edema,C531767,Disease,0
4 g. the threshold neurotoxic dosage is lower than previously reported.,thalidomide,D013792,Chemical,sensory axonal neuropathy,D010523,Disease,0
"urodynamic parameters, bladder pressure-volume curve, maximum voiding pressure (mvp), and maximum cystometric capacity (mcc), were recorded.",cyclophosphamide,D003520,Chemical,edema,D004487,Disease,0
"we aimed to compare the risks of hospitalization for  @DISEASE$  and gi bleeding among elderly patients using cox-2 inhibitors, ns-nsaids and acet @DISEASE$ nophen.",naproxen,D009288,Chemical,ami,D009203,Disease,0
"fourteen days after hospitalization, creatine kinase level had returned to 230 iu/l and the patient was discharged.",simvastatin,D019821,Chemical,muscle toxicity,D009135,Disease,0
"hypokalemia, sometimes severe, was observed in some  @CHEMICAL$--treated parkinsonian patients.",l-dopa,D007980,Chemical,hypokalemia,D007008,Disease,0
acute renal failure associated with prolonged intake of slimming pills containing anthraquinones.,chinese herbal,D004365,Chemical,renal injury,D007674,Disease,0
cluster analysis showed a random distribution of lesions in the pan glomeruli in concordance with the random localization of mesangial areas with dysfunction in this model.,puromycin aminonucleoside,D011692,Chemical,proteinuric,D011507,Disease,0
"results: after granisetron doses of 5, 10, 20, and 40 micrograms/kg, a major response (< or = two vomiting or retching episodes, and no antiemetic rescue) was recorded in 23%, 57%, 58%, and 60% of patients, respectively, and a complete response (no vomiting or retching, and no antiemetic rescue) in 18%, 41%, 40%, and 47% of patients, respectively.",kytril,D017829,Chemical,headache,D006261,Disease,0
acc-9653 and phenytoin sodium have similar antiarrhythmic activity against ouabain-induced ventricular tachycardia in anesthetized dogs.,strophanthidin,D013327,Chemical,arrhythmia,D001145,Disease,0
in order to improve this mmc-dependent schedule we initiated a phase ii study with high-dose 5-fu/fa and 3-weekly bolus mmc.,folinic acid,D002955,Chemical,stomatitis,D013280,Disease,0
increased expression and activity of caspase-3 was also observed in stz treated rat which specify apoptotic cell death in hippocampus and cortex.,streptozotocin,D013311,Chemical,neuroinflammatory,D007249,Disease,0
recurrent subarachnoid hemorrhage associated with aminocaproic acid therapy and acute renal artery thrombosis.,eaca,D015119,Chemical,hypertension,D006973,Disease,0
pre-treatment of  @CHEMICAL$--induced cardiovascular depression using different lipid formulations of propofol.,bupivacaine,D002045,Chemical,cardiotoxic,D066126,Disease,0
cases reported by the fda showed clarithromycin and  @CHEMICAL$  to be the most frequently associated with the development of mania.,ciprofloxacin,D002939,Chemical,antibiomania,D001714,Disease,0
this study investigates the role of ilk in liver enlargement induced by  @CHEMICAL$  (pb).,phenobarbital,D010634,Chemical,hepatomegaly,D006529,Disease,0
abnormalities of the pupil and visual-evoked potential in quinine  @DISEASE$..,quinine sulfate,D011803,Chemical,amblyopia,D000550,Disease,0
conclusions: both nonobese  @CHEMICAL$-- and olanzapine-treated groups displayed significant insulin resistance and impairment of glucose effectiveness compared with risperidone-treated subjects.,clozapine,D003024,Chemical,insulin sensitivity,D007333,Disease,0
these findings suggest that it may be possible to identify a  @CHEMICAL$  treatment protocol that improves cognitive outcomes in pb-exposed children.,succimer,D004113,Chemical,cognitive deficits,D003072,Disease,0
results: 32 patients were evaluable for response - complete remission 9.,folinic acid,D002955,Chemical,hemolytic-uremic syndrome,D006463,Disease,0
"ikr and iks blockers concentration-dependently prolonged corrected fpd (fpdc), whereas ca(2+) channel blockers concentration-dependently shortened fpdc.",terfenadine,D016593,Chemical,tdp,D016171,Disease,0
the isovolumic relaxation period was prolonged 45 minutes after each form of stress (p < 0.,dobutamine,D004280,Chemical,left ventricular dysfunction,D018487,Disease,0
primary objective was overall response rate (orr).,everolimus,C107135,Chemical,dyspnea,D004417,Disease,0
it is the third urinary tract cancer reported in association with  @CHEMICAL$  treatment for nonmalignant disease.,cyclophosphamide,D003520,Chemical,carcinoma,D002277,Disease,0
"overall, the only statistically significant benefits of ht were a decreased incidence of fractures and colon cancer with long-term use.",progestogens,D011374,Chemical,dementia,D003704,Disease,0
the purpose of this study was to delineate the role of  @CHEMICAL$  in the combined cardiotoxicity of cocaine and ethanol in a model simulating their abuse.,ce,C066444,Chemical,decrease in cardiac output,D002303,Disease,0
pharmacology of gamma-aminobutyric acida receptor complex after the in vivo administration of the anxioselective and anticonvulsant beta-carboline derivative abecarnil.,isoniazide,D007538,Chemical,convulsions,D012640,Disease,0
"005), and systemic fungal infections occurred only in the liver transplant group.",cyclosporine,D016572,Chemical,infection,D007239,Disease,0
"although this is not a statistically significant risk, physicians must be aware of the effect and reversibility.",clarithromycin,D017291,Chemical,mania,D001714,Disease,0
"however, serious adverse effects, including  @DISEASE$  (tdp), have been reported.",bepridil hydrochloride,D015764,Chemical,torsade de pointes,D016171,Disease,0
clinical evaluation of adverse effects during bepridil administration for atrial fibrillation and flutter.,potassium,D011188,Chemical,tdp,D016171,Disease,0
we feel that the weight of the overall evidence of this evidence is strong.,fluconazole,D015725,Chemical,thrombocytopenia,D013921,Disease,0
005 compared to either sham-treated jj or  @CHEMICAL$--treated jj).,aspirin,D001241,Chemical,deterioration of renal function,D051437,Disease,0
"a 46-year old man with a chronic hepatitis c virus infection received triple therapy with ribavirin, pegylated interferon and telaprevir.",statins,D019161,Chemical,rhabdomyolysis,D012206,Disease,0
virtually all patients experienced one or more adverse reactions.,danazol,D003613,Chemical,weight gain,D015430,Disease,0
55) in the carrageenan model and 1.,stz,D013311,Chemical,hyperalgesia,D006930,Disease,0
intraoperative bradycardia and  @DISEASE$  associated with timolol and pilocarpine eye drops.,pilocarpine nitrate,D010862,Chemical,hypotension,D007022,Disease,0
"objectives: to assess the effect of long-term ht on mortality, heart disease,  @DISEASE$,, stroke, transient ischaemic attacks, breast cancer, colorectal cancer, ovarian cancer, endometrial cancer, gallbladder disease, cognitive function, dementia, fractures and quality of life.",progestogens,D011374,Chemical,venous thromboembolism,D054556,Disease,0
factors associated with the development of fulminant hepatic failure were female sex (or = 25; 95% ci: 4.,amoxicillin-clavulanate,D019980,Chemical,dili,D056486,Disease,0
"this was evident only when a sensory component was involved in the induction of plasticity, indicating that cerebellar sensory processing function is involved in the resurgence of m1 plasticity.",levodopa,D007980,Chemical,lids,D004409,Disease,0
"grade 3-4 neutropenia and  @DISEASE$  were documented in four and three patients (17 and 13 %), respectively, but drug dose reduction due to cytopenia was not required in any case.",bortezomib,C400082,Chemical,thrombocytopenia,D013921,Disease,0
"blepharoconjunctivitis, subjective complaints of  @DISEASE$,, blurred vision, contact lens intolerance, and photodermatitis are reversible side effects.",isotretinoin,D015474,Chemical,dry eyes,D014985,Disease,0
the decreased capacity to concentrate urine is likely due to  @CHEMICAL$  acutely disrupting the camp pathway and chronically reducing urea transporter (ut-a1) and water channel (aqp2) expression in the inner medulla.,lithium,D008094,Chemical,nephrogenic diabetes insipidus,D018500,Disease,0
the worst toxicities (%) observed were (ctc-nci 1/2/3): leukopenia 45.,5-fluorouracil,D005472,Chemical,thrombocytopenia,D013921,Disease,0
"methods: the combination of  @CHEMICAL$  (area under the concentration curve [auc], 5) and liposomal doxorubicin (doxil; starting dose, 40 mg/m(2)) was administered intravenously every 28 days to 37 patients with recurrent squamous cell cervical carcinoma to determine antitumor activity and toxicity profile.",carboplatin,D016190,Chemical,thrombocytopenia,D013921,Disease,0
"for further reduction of hit type ii, the use of intravenous  @CHEMICAL$  should be avoided and the prophylactic anticoagulation should be performed with low-molecular-weight  @CHEMICAL$  after normalization of platelet count.",heparin,D006493,Chemical,thrombocytopenia type ii,D013921,Disease,0
"all active treatments were associated with significantly reduced mssbp and msdbp during the core 8-week study, with each monotherapy significantly contributing to the overall effect of combination therapy (val and hctz, p < 0.",hydrochlorothiazide,D006852,Chemical,hypokalemia,D007008,Disease,0
our results confirmed a previous study on the relationship between drd2 and  @DISEASE$  in caucasians.,chlorpromazine,D002746,Chemical,eps,D001480,Disease,0
8 months (range of those surviving: 2.,mmc,D016685,Chemical,diarrhea,D003967,Disease,0
long-term efficacy and adverse event of nifedipine sustained-release tablets for  @CHEMICAL$--induced hypertension in patients with psoriasis.,cyclosporin a,D016572,Chemical,hypertensive,D006973,Disease,0
"methods and results: in 20 patients (14 men and 6 women aged 39 to 72 years) referred for cardiac catheterization for the evaluation of chest pain, we measured heart rate, systemic arterial pressure, lv pressure and its first derivative (dp/dt), and lv volumes and ejection fraction before and during the final 2 to 3 minutes of a 15-minute intracoronary infusion of saline (n=10, control subjects) or  @CHEMICAL$  1 mg/min (n=10).",cocaine hydrochloride,D003042,Chemical,deterioration of left ventricular (lv) systolic function,D018487,Disease,0
after 4 days the sodium increased to 128 mmol/l and fluid restriction was relaxed.,desvenlafaxine,C086816,Chemical,hyponatremia,D007010,Disease,0
phase ii study of carboplatin and liposomal doxorubicin in patients with recurrent squamous cell carcinoma of the cervix.,doxil,D004317,Chemical,anemia,D000740,Disease,0
"except for antifibrinolytic therapy, the anesthetic and surgical protocols remained unchanged.",tranexamic acid,D014148,Chemical,seizures,D012640,Disease,0
there were no statistically significant differences in efficacy between the 10-micrograms/kg dose and the 20- and 40-micrograms/kg doses.,cisplatin,D002945,Chemical,vomiting,D014839,Disease,0
in experiment set up 1: memory deficit was found in morris water maze test on 14-16 days after  @CHEMICAL$  (icv; 3mg/kg) administration.,stz,D013311,Chemical,neuroinflammation,D007249,Disease,0
hodgkin lymphoma (hl) is a relatively chemosensitive malignancy.,gem,C056507,Chemical,neutropenia,D009503,Disease,0
acc-9653 is rapidly converted enzymatically to phenytoin in vivo.,strophanthidin,D013327,Chemical,arrhythmias,D001145,Disease,0
the biochemical assays on the influence of four analgesics on the brain concentration and turnover of noradrenaline (na) were also performed.,codeine,D003061,Chemical,cataleptic,D002375,Disease,0
6%) in the  @CHEMICAL$  group presented torsades de pointes.,methadone,D008691,Chemical,qt prolongation,D008133,Disease,0
detailed history obtained retrospectively revealed that the patient took  @CHEMICAL$  sparingly only when she had migraines.,zolmitriptan,C089750,Chemical,ts,D054549,Disease,0
"in addition, rats that experienced se exhibited ccr2-labeling in populations of hypertrophied astrocytes, especially in ca1 and dentate gyrus.",pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,0
"rad001, an oral inhibitor of the mammalian target of rapamycin (mtor), has shown phase i efficacy in nsclc.",everolimus,C107135,Chemical,thrombocytopenia,D013921,Disease,0
takotsubo syndrome (or apical ballooning syndrome) secondary to  @CHEMICAL$..,zolmitriptan,C089750,Chemical,broken heart syndrome,D054549,Disease,0
computed tomography of brain and electroencephalogram were unremarkable.,piperacillin/tazobactam,C085143,Chemical,confusion,D003221,Disease,0
the mean h concentration during hypotension in the inspiratory gas was 0.,enflurane,D004737,Chemical,hypotensive,D007022,Disease,0
background: hormone therapy (ht) is widely used for controlling menopausal symptoms.,oestrogen,D004967,Chemical,breast cancer,D001943,Disease,0
"her medications included  @CHEMICAL$,, and symptoms included nausea, anxiety and confusion.",desvenlafaxine,C086816,Chemical,syndrome of inappropriate antidiuretic hormone,D007177,Disease,0
"toxicity included  @DISEASE$,, teratogenicity, and growth retardation.",s-23121,C083440,Chemical,embryolethality,D020964,Disease,0
conclusion: only one hypersensitivity reaction to ce was documented among 9 p and n-highly nsaids intolerant patients.,paracetamol,D000082,Chemical,skin reactions,D012871,Disease,0
"55 s in 13 patients, bradycardia less than 40 beats/min in 6 patients, dizziness and general  @DISEASE$  in 1 patient each.",bepridil hydrochloride,D015764,Chemical,fatigue,D005221,Disease,0
"metformin protects against seizures, learning and memory impairments and oxidative damage induced by  @CHEMICAL$--induced kindling in mice.",pentylenetetrazole,D010433,Chemical,cognitive impairment,D003072,Disease,0
"further research clearly is required to determine the incidence of antimicrobial-induced mania, the relative risk factors of developing an antimicrobial-induced manic episode among various demographic populations, and the incidence of patients who continue to have persistent affective disorders once the initial episode, which occurs while the patient is taking antibiotics, subsides.",erythromycin,D004917,Chemical,antibiomania,D001714,Disease,0
laboratory data revealed hyperinsulinemia with insulin resistance.,vpa,D014635,Chemical,nonalcoholic fatty liver disease,D065626,Disease,0
"when analyzed separately, no differences could be found in the prevalence of severe hypotension or  @DISEASE$  in either the unmatched or matched cohorts.",propofol,D015742,Chemical,bradycardia,D001919,Disease,0
both cases developed axonal neuropathy with motor predominance in the lower extremities 1 and 6 months after it chemotherapy was administered.,tspa,D013852,Chemical,neurologic toxicities,D020258,Disease,0
"grade > or = 2 nonhematologic toxicity included nausea in 17 patients,  @DISEASE$  in 14 patients, fatigue in 9 patients, mucositis and/or stomatitis in 8 patients, constipation in 6 patients, weight loss in 5 patients, hand-foot syndrome in 2 patients, and skin reactions in 3 patients.",doxorubicin,D004317,Chemical,emesis,D014839,Disease,0
"we aimed to compare the risks of hospitalization for  @DISEASE$  and gi bleeding among elderly patients using cox-2 inhibitors, ns-nsaids and acet @DISEASE$ nophen.",non-steroidal anti-inflammatory drugs,D000894,Chemical,ami,D009203,Disease,0
four out of 23 consecutive patients treated with high-dose ara-c for lymphomas in our institution developed a strikingly similar syndrome during the perfusion.,aracytine-c,D003561,Chemical,acute renal failure,D058186,Disease,0
the assessment of treatment with  @CHEMICAL$  and survival.,lisinopril,D017706,Chemical,hyperkalemia,D006947,Disease,0
"renal angiotensin ii receptor type 2 (at2r) gene expression in adult offspring was reduced by pce, whereas the renal angiotensin ii receptor type 1a (at1ar)/at2r expression ratio was increased.",caffeine,D002110,Chemical,intrauterine growth retardation,D005317,Disease,0
an increase in gssg within hepatic tissue during intestinal reperfusion suggests exposure of hepatocytes to an oxidant stress.,oxidized glutathione,D019803,Chemical,reperfusion injury,D015427,Disease,0
analysis is reported on 37 patients with a minimum of 6 months follow-up who received a total of 192 cycles of tfl: nine cycles (5%) were associated with grade 3/4  @DISEASE$  requiring hospitalization; seven (4%) cycles in two patients required granulocyte colony-stimulating factor due to  @DISEASE$ ; no patient required platelet transfusions.,paclitaxel,D017239,Chemical,neutropenia,D009503,Disease,0
"celecoxib (ce) is a novel drug, with high selectivity and affinity for cox-2 enzyme.",p,D000082,Chemical,skin reactions,D012871,Disease,0
"the improvement in gfr was not associated with enhanced glomerular hypertrophy or increased segmental glomerulosclerosis, tubulointerstitial injury, or renal cortical malondialdehyde content.",pan,D011692,Chemical,nephropathy,D007674,Disease,0
"haloperidol decreased the incidence of cocaine-induced  @DISEASE$  at the two highest doses, but the lowering of the mortality rate did not reach statistical significance at any dose.",amphetamine,D000661,Chemical,seizures,D012640,Disease,0
"maleate-induced renal injury included increase in renal vascular resistance and in the urinary excretion of total protein, glucose, sodium, neutrophil gelatinase-associated lipocalin (ngal) and n-acetyl b-d-glucosaminidase (nag), upregulation of kidney injury molecule (kim)-1, decrease in renal blood flow and claudin-2 expression besides of necrosis and apoptosis of tubular cells on 24 h. oxidative stress was determined by measuring the oxidation of lipids and proteins and diminution in renal nrf2 levels.",maleate,C030272,Chemical,proteinuria,D011507,Disease,0
"results: twenty-nine patients were assessable for response, and 35 patients were assessable for toxicity.",carboplatin,D016190,Chemical,nausea,D009325,Disease,0
"data were acquired at baseline, after induction of acute  @DISEASE$,, and after map.",propranolol,D011433,Chemical,heart failure,D006333,Disease,0
intracerebroventricular injection of  @CHEMICAL$  (50% convulsive dose; 50 micrograms/mouse) accelerated the synthesis/turnover of 5-hydroxytryptamine (5-ht) but suppressed the synthesis of gamma-aminobutyric acid and acetylcholine in mouse brain.,ethacrynic acid,D004976,Chemical,convulsions,D012640,Disease,0
568 mg/kg/4 min) were studied in 41 patients with coronary artery disease and compared with those after submaximal treadmill exercise by use of the body surface mapping technique.,dipyridamole,D004176,Chemical,myocardial ischemia,D017202,Disease,0
the results are discussed in the light of various and non-uniform data from the literature.,fentanyl,D005283,Chemical,cataleptic,D002375,Disease,0
progesterone potentiation of  @CHEMICAL$  arrhythmogenicity in pentobarbital-anesthetized rats and beating rat heart cell cultures.,bupivacaine,D002045,Chemical,arrhythmia,D001145,Disease,0
vtd consisted of bortezomib at a dose of 1.,thalidomide,D013792,Chemical,neutropenia,D009503,Disease,0
magnetic resonance imaging scans and standard neuropsychological tests were performed >2.,methotrexate,D008727,Chemical,leukoencephalopathy,D056784,Disease,0
"the improvement in gfr was not associated with enhanced glomerular hypertrophy or increased segmental glomerulosclerosis, tubulointerstitial injury, or renal cortical malondialdehyde content.",puromycin aminonucleoside,D011692,Chemical,glomerular disease,D007674,Disease,0
aim: to study the change of lipid metabolism by antiandrogen therapy in patients with prostate cancer.,cpa,C048599,Chemical,hyperglyceridemic effect,D050171,Disease,0
conclusions: high-dose 5-fu/fa/mmc is an effective and well-tolerated outpatient regimen for agc (objective response rate 54.,mitomycin c,D016685,Chemical,thrombocytopenia,D013921,Disease,0
"surprisingly, the f1 hybrid tumors were not hemorrhagic and had hemoglobin content and outward appearance identical to that of bn.",diethylstilbestrol,D004054,Chemical,pituitary tumors,D010911,Disease,0
forty-one eligible patients were identified: median age 27.,gemcitabine,C056507,Chemical,neutropenia,D009503,Disease,0
higher plasma ammonium levels and more rapid onset of  @DISEASE$  were seen in 18 patients with bacterial infections (p=0.,5-fu,D005472,Chemical,hyperammonemia,D022124,Disease,0
the effectiveness of ptra on renal function seems to be barely influenced by  @CHEMICAL$  toxicity.,cm,D003287,Chemical,nephrotoxicity,D007674,Disease,0
"methods and results: transmembrane action potentials from epicardium, midmyocardium, and endocardium were recorded simultaneously, together with a transmural ecg, in arterially perfused canine and rabbit left ventricular preparations.",sotalol,D013015,Chemical,qt prolongation,D008133,Disease,0
"the effect of clonidine,  @CHEMICAL$  and xylometazoline on analgesia induced by morphine, codeine, fentanyl and pentazocine, and on cataleptic effect of morphine, codine and fentanyl was studied in rats.",naphazoline,D009278,Chemical,catalepsy,D002375,Disease,0
"treatment with  @CHEMICAL$  requires exquisite control of renal function, an increase in water ingestion and possibly the alcalinization of the urine.",sulfadiazine,D013411,Chemical,acute nephrotoxicity,D058186,Disease,0
the patient achieved a partial response 6 months after the initiation of the s-1 treatment.,5-fluorouracil,D005472,Chemical,right bundle branch block,D002037,Disease,0
"therefore, the effect of bis(p-nitrophenyl) phosphate (bnpp), an acylamidase inhibitor, on a @CHEMICAL$  and  @CHEMICAL$  nephrotoxicity and metabolism was determined.",pap,C026729,Chemical,renal tubular necrosis,D007683,Disease,0
"however, serious adverse effects, including  @DISEASE$  (tdp), have been reported.",potassium,D011188,Chemical,torsade de pointes,D016171,Disease,0
"several minutes after the gtn the patient experienced a sudden  @DISEASE$  and heart rate, this was rectified by atropine sulphate and a fluid challenge.",oxygen,D010100,Chemical,drop in blood pressure,D007022,Disease,0
five cases of paranoid exacerbation with the serotonin reuptake inhibitors fluoxetine and  @CHEMICAL$  are reported here.,amitriptyline,D000639,Chemical,paranoia,D010259,Disease,0
aspirin for the primary prevention of cardiovascular events: an update of the evidence for the u.s. preventive services task force.,aspirin,D001241,Chemical,stroke,D020521,Disease,0
mixed pattern with the presence of both sharps and triphasic waves were also noted.,ifosfamide,D007069,Chemical,convulsions,D012640,Disease,0
